dataset,classifier,hyperparameter,metric,value
tfidf_ponderisanje,LogReg,30.0,recall,0.3127679925671936
tfidf_ponderisanje,LogReg,30.0,precision,0.2502231399719476
tfidf_ponderisanje,LogReg,30.0,fscore,0.1851798593733836
tfidf_ponderisanje,LogReg,30.0,recall,0.2999598348105497
tfidf_ponderisanje,LogReg,30.0,precision,0.2506948008709533
tfidf_ponderisanje,LogReg,30.0,fscore,0.16442956590737404
tfidf_ponderisanje,SVM,4.0,recall,0.3092155733914592
tfidf_ponderisanje,SVM,4.0,precision,0.09456403352120067
tfidf_ponderisanje,SVM,4.0,fscore,0.017277613888246543
tfidf_ponderisanje,SVM,4.0,recall,0.3189562806719941
tfidf_ponderisanje,SVM,4.0,precision,0.25130136661491154
tfidf_ponderisanje,SVM,4.0,fscore,0.009311700645302023
tfidf_ponderisanje,SVM,4.0,recall,0.2532939262039235
tfidf_ponderisanje,SVM,4.0,precision,0.236695562505844
tfidf_ponderisanje,SVM,4.0,fscore,0.0024120373040008663
tfidf_ponderisanje,SVM,4.0,recall,0.2396898879081438
tfidf_ponderisanje,SVM,4.0,precision,0.24469351717757384
tfidf_ponderisanje,SVM,4.0,fscore,0.012667593152517163
tfidf_ponderisanje,SVM,4.0,recall,0.21230817930324367
tfidf_ponderisanje,SVM,4.0,precision,0.29317590110152103
tfidf_ponderisanje,SVM,4.0,fscore,0.025788941071790968
tfidf_ponderisanje,SVM,4.0,recall,0.2434923792682413
tfidf_ponderisanje,SVM,4.0,precision,0.2490543729219953
tfidf_ponderisanje,SVM,4.0,fscore,0.012058525000264476
tfidf_ponderisanje,SVM,4.0,recall,0.2347080122942192
tfidf_ponderisanje,SVM,4.0,precision,0.2505416683881558
tfidf_ponderisanje,SVM,4.0,fscore,0.0014448627317204875
tfidf_ponderisanje,SVM,4.0,recall,0.20833333333333331
tfidf_ponderisanje,SVM,4.0,precision,0.00018591507399419945
tfidf_ponderisanje,SVM,4.0,fscore,0.0003714986254550858
tfidf_ponderisanje,SVM,4.0,recall,0.20243525047982575
tfidf_ponderisanje,SVM,4.0,precision,0.2363467604152977
tfidf_ponderisanje,SVM,4.0,fscore,0.003679986008279742
tfidf_ponderisanje,SVM,4.0,recall,0.15207825652527082
tfidf_ponderisanje,SVM,4.0,precision,0.2502737586265857
tfidf_ponderisanje,SVM,4.0,fscore,0.000840646005660148
tfidf_ponderisanje,MNB,0.0,recall,0.2498894864805128
tfidf_ponderisanje,MNB,0.0,precision,0.24875320865419875
tfidf_ponderisanje,MNB,0.0,fscore,0.2493200529256101
tfidf_ponderisanje,MNB,0.0,recall,0.2472555809327341
tfidf_ponderisanje,MNB,0.0,precision,0.2487215593270585
tfidf_ponderisanje,MNB,0.0,fscore,0.24798640360600016
tfidf_ponderisanje,MNB,0.0,recall,0.2477528917704266
tfidf_ponderisanje,MNB,0.0,precision,0.2487241124260355
tfidf_ponderisanje,MNB,0.0,fscore,0.2482375521352379
tfidf_ponderisanje,MNB,0.0,recall,0.28860912596085364
tfidf_ponderisanje,MNB,0.0,precision,0.2517349710074053
tfidf_ponderisanje,MNB,0.0,fscore,0.2533591754889592
tfidf_ponderisanje,MNB,0.0,recall,0.2708333333333333
tfidf_ponderisanje,MNB,0.0,precision,0.2905116358658453
tfidf_ponderisanje,MNB,0.0,fscore,0.2771989251922362
tfidf_ponderisanje,MNB,0.0,recall,0.2482684939581491
tfidf_ponderisanje,MNB,0.0,precision,0.24870829642751702
tfidf_ponderisanje,MNB,0.0,fscore,0.2484882005899705
tfidf_ponderisanje,MNB,0.0,recall,0.3104553492484527
tfidf_ponderisanje,MNB,0.0,precision,0.25563518736346835
tfidf_ponderisanje,MNB,0.0,fscore,0.2606805120886288
tfidf_ponderisanje,MNB,0.0,recall,0.2894193928676687
tfidf_ponderisanje,MNB,0.0,precision,0.2527930777730313
tfidf_ponderisanje,MNB,0.0,fscore,0.2556086907427152
tfidf_ponderisanje,MNB,0.0,recall,0.2862142646625405
tfidf_ponderisanje,MNB,0.0,precision,0.2504411562014892
tfidf_ponderisanje,MNB,0.0,fscore,0.24986324421634504
tfidf_ponderisanje,MNB,0.0,recall,0.2343611847922193
tfidf_ponderisanje,MNB,0.0,precision,0.2488655034817307
tfidf_ponderisanje,MNB,0.0,fscore,0.24139566652753006
